"","Config","Scenario","EmissionsThreshold","OilPrices","Risk.Free.Interest.Rate","RefOpEx","Carbon.Capture.Operating.Cost.Variation","Carbon.Price.Variation","Carbon.Capture.CapEx","Year","RO_Options","Count","Total_Count","Percentage"
"502","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",3514,27000,0.130148148148148
"503","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",23486,27000,0.869851851851852
"504","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Deploy Carbon Capture",2930,28000,0.104642857142857
"505","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",25070,28000,0.895357142857143
"506","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Deploy Carbon Capture",1853,29000,0.0638965517241379
"507","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",27147,29000,0.936103448275862
"508","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Deploy Carbon Capture",319,30000,0.0106333333333333
"509","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",29681,30000,0.989366666666667
"510","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",31000,31000,1
"511","Deep Conversion","High Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
"512","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2019","Continue Operation",1000,1000,1
"513","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2020","Continue Operation",2000,2000,1
"514","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2021","Continue Operation",3000,3000,1
"515","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Continue Operation",2002,4000,0.5005
"516","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2022","Deploy Carbon Capture",1998,4000,0.4995
"517","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Continue Operation",2002,5000,0.4004
"518","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2023","Deploy Carbon Capture",2998,5000,0.5996
"519","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Continue Operation",2002,6000,0.333666666666667
"520","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2024","Deploy Carbon Capture",3998,6000,0.666333333333333
"521","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Continue Operation",2002,7000,0.286
"522","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2025","Deploy Carbon Capture",4998,7000,0.714
"523","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Continue Operation",2002,8000,0.25025
"524","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2026","Deploy Carbon Capture",5998,8000,0.74975
"525","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Continue Operation",2002,9000,0.222444444444444
"526","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2027","Deploy Carbon Capture",6998,9000,0.777555555555556
"527","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Continue Operation",2002,10000,0.2002
"528","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2028","Deploy Carbon Capture",7998,10000,0.7998
"529","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Continue Operation",1999,11000,0.181727272727273
"530","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2029","Deploy Carbon Capture",9001,11000,0.818272727272727
"531","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Continue Operation",1879,12000,0.156583333333333
"532","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2030","Deploy Carbon Capture",10121,12000,0.843416666666667
"533","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Continue Operation",1295,13000,0.0996153846153846
"534","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Deploy Carbon Capture",8933,13000,0.687153846153846
"535","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2031","Shut Down Refinery",2772,13000,0.213230769230769
"536","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Continue Operation",51,14000,0.00364285714285714
"537","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Deploy Carbon Capture",1536,14000,0.109714285714286
"538","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2032","Shut Down Refinery",12413,14000,0.886642857142857
"539","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Continue Operation",2,15000,0.000133333333333333
"540","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Deploy Carbon Capture",1369,15000,0.0912666666666667
"541","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2033","Shut Down Refinery",13629,15000,0.9086
"542","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Deploy Carbon Capture",1371,16000,0.0856875
"543","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2034","Shut Down Refinery",14629,16000,0.9143125
"544","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Deploy Carbon Capture",1361,17000,0.0800588235294118
"545","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2035","Shut Down Refinery",15639,17000,0.919941176470588
"546","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Deploy Carbon Capture",1350,18000,0.075
"547","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2036","Shut Down Refinery",16650,18000,0.925
"548","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Deploy Carbon Capture",1350,19000,0.0710526315789474
"549","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2037","Shut Down Refinery",17650,19000,0.928947368421053
"550","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Deploy Carbon Capture",1350,20000,0.0675
"551","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2038","Shut Down Refinery",18650,20000,0.9325
"552","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Deploy Carbon Capture",1350,21000,0.0642857142857143
"553","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2039","Shut Down Refinery",19650,21000,0.935714285714286
"554","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Deploy Carbon Capture",1350,22000,0.0613636363636364
"555","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2040","Shut Down Refinery",20650,22000,0.938636363636364
"556","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Deploy Carbon Capture",1350,23000,0.058695652173913
"557","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2041","Shut Down Refinery",21650,23000,0.941304347826087
"558","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Deploy Carbon Capture",1350,24000,0.05625
"559","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2042","Shut Down Refinery",22650,24000,0.94375
"560","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Deploy Carbon Capture",1350,25000,0.054
"561","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2043","Shut Down Refinery",23650,25000,0.946
"562","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Deploy Carbon Capture",1349,26000,0.0518846153846154
"563","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2044","Shut Down Refinery",24651,26000,0.948115384615385
"564","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Deploy Carbon Capture",1343,27000,0.0497407407407407
"565","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2045","Shut Down Refinery",25657,27000,0.950259259259259
"566","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Deploy Carbon Capture",1318,28000,0.0470714285714286
"567","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2046","Shut Down Refinery",26682,28000,0.952928571428571
"568","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Deploy Carbon Capture",1227,29000,0.0423103448275862
"569","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2047","Shut Down Refinery",27773,29000,0.957689655172414
"570","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Deploy Carbon Capture",763,30000,0.0254333333333333
"571","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2048","Shut Down Refinery",29237,30000,0.974566666666667
"572","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Deploy Carbon Capture",147,31000,0.00474193548387097
"573","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2049","Shut Down Refinery",30853,31000,0.995258064516129
"574","Deep Conversion","Medium Fuel Demand","Carbon Tax","RefOPS","RefRFRate","RefRefOpEx","RefCCOpEx","RefCPS",NA,"2050","Shut Down Refinery",32000,32000,1
