Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,1000.000013,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,165.7953834,504.5804178
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,141.1264271,521.7827277
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,POTENTIAL,HEAVY,SOUR,654275.0082,175.2275576,612.2198432
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,1197.606244,1.643860981
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,1095.218255,1.701420506
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,12492.5,1150.327834,1.971948088
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,560.7464566,9.333652104
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,483.8472334,9.656144979
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,307753.3736,572.2494591,11.39331749
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,236.164862,65.56429412
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,205.1458325,67.36788135
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,259350,241.0924235,80.42542442
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,162.8084459,563.9247087
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,137.786099,583.2526794
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,801932.5,173.7057255,690.7563078
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,1000,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,170.9460298,373.1780159
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,144.8610812,385.9265848
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD2,POTENTIAL,LIGHT,SWEET,654275,182.1438678,452.0018603
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,571.6673438,5.076694251
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,523.9059449,5.251684496
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,12492.50248,550.7041078,6.074132001
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,232.555556,69.93780818
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,203.3055417,72.34632368
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,307753.4346,234.0989011,85.02080043
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,187.8591233,199.1290048
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,164.5048724,205.9110703
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,259350.0514,189.7217142,241.2855398
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,175.5819854,299.2943156
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,149.819804,309.479654
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,801932.6589,184.6026555,363.4080772
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,1000.000198,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,174.2395867,303.8672535
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,148.7514798,314.1714461
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,POTENTIAL,HEAVY,SOUR,654275.1296,183.3062129,368.391874
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,765.0046999,3.097318429
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,699.7709008,3.203392484
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,12492.48758,737.7254786,3.701936513
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,297.4135783,29.53309381
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,259.4524796,30.54698235
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,307753.0677,299.8202418,35.89395445
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,259349.7422,0,0
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,0,0
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,0,0
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,801931.7027,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,999.9990058,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,154.3164246,889.0151935
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,131.9234948,913.1786315
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD2,POTENTIAL,LIGHT,SWEET,654274.3495,162.80258,1089.134845
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,139.7315535,112.5770609
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,121.1872403,116.4419365
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,292203.235,145.5831891,134.6067054
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,126.5753676,262.82833
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,106.9336322,271.8698321
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,848071.4232,135.9640065,319.4741452
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,112.7261896,433.3586146
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,96.56757981,439.8789611
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,300693.511,123.9944911,516.9983239
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,113.0670997,589.4588749
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,94.8868783,609.6053902
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,979339.4478,123.4826567,713.9005147
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,99.6315601,1732.546692
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,82.15457008,1791.576727
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,2113998.449,111.8274242,2101.279298
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,138.8530305,101.591253
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,119.8842888,103.1607931
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,62218.50092,145.9396047,120.1061571
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,92.32035244,5011.960668
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,75.20477184,5182.779062
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,LOW,HEAVY,SOUR,4765791.233,105.6200298,6077.9743
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,292203.235,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,119.0039753,416.4062591
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,100.5600836,430.7424353
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,848071.4232,127.9713692,505.9845388
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,108.689881,587.6894251
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,92.65336276,596.7440055
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,300693.511,120.8615057,694.5335187
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,109.6322852,725.972818
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,91.99074987,750.7993093
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,979339.4478,119.8375183,879.4480172
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,100.128957,1741.638881
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,82.63996521,1801.241525
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,2113998.449,112.1310345,2114.272476
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,157.0245532,51.51001967
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,138.2829335,52.05985183
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,62218.50092,166.0918982,62.10363947
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,92.06398979,5231.835049
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,74.90488323,5410.103764
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,LOW,LIGHT,SWEET,4765791.233,105.5734285,6337.597712
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,139.6386765,111.1614131
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,120.7539044,114.9409627
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,303265.5145,146.3976489,132.7047023
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,119.7522257,384.4077236
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,100.9481869,397.6164908
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,1046629.21,129.2382904,467.3879945
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,115.6957936,316.9828543
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,99.16812253,321.16818
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,277888.1438,127.7935598,376.2502862
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,113.8854239,568.2936379
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,95.90793789,587.6510535
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,999343.8534,123.5503472,689.3095411
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,102.8552327,1265.928148
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,84.88352118,1309.03166
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,2268522.773,115.1972746,1536.572279
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,999.999813,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,92.26576997,4822.527598
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,75.31820775,4986.577886
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,LOW,HEAVY,SOUR,4570674.588,105.2657666,5851.284443
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,152.4227835,76.34290102
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,131.6385842,78.96292584
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,303265.5712,159.607266,91.27694301
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,119.3978356,398.8669622
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,100.1648986,412.5606722
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,1046629.406,130.0989378,483.9220146
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,112.603121,392.2075408
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,95.78660278,397.0137369
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,320719.3752,125.629419,475.0182116
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,151.3830583,115.5504007
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,126.2366622,118.494844
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,999344.0403,167.7173356,141.0247874
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,103.0164536,1339.890443
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,84.72888275,1385.636697
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,2268523.197,115.916484,1625.487638
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,140.0113616,90.32416043
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,122.0251618,91.29441569
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,88907.86757,150.4185961,109.082962
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,92.63509967,4718.417201
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,75.43819591,4879.277986
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD3,LOW,LIGHT,SWEET,4438936.396,106.0509875,5718.927384
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,160.154383,62.59500714
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,138.9883503,64.75287553
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,255228.5806,166.267783,74.89477499
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,126.5795713,267.112141
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,107.4288165,276.3609959
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,740758.6217,134.7963329,325.0154908
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,110.3854957,522.618498
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,94.1895005,528.9971902
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,262644.5187,122.3914252,631.1729977
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,109.6391996,771.1023369
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,92.41212311,797.5451299
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,855416.3242,118.7664146,935.8296822
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,104.3348486,1247.027477
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,86.59833749,1289.853733
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,1846498.461,115.6014873,1516.426475
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,133.7510539,124.9401769
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,117.6067315,126.3428866
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,54345.53002,141.9065479,151.0838716
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,92.77938409,4644.82447
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,75.71374283,4803.373023
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,MEDIUM,HEAVY,SOUR,4162740.129,105.837385,5636.821385
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,176.7095532,42.29084819
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,153.1231168,43.7553665
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,255228.5829,183.4674028,50.63854688
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,740758.6283,126.3945904,268.0240179
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,740758.6283,106.8686526,277.264911
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,740758.6283,135.586267,325.6950711
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,262644.5211,110.905393,490.7652408
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,262644.5211,94.61147451,497.2241887
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,262644.5211,122.9665115,590.2113464
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,855416.3319,115.4387371,497.0555815
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,855416.3319,97.01628184,510.2969861
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,855416.3319,126.2707282,608.3209056
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,1846498.477,103.1896659,1295.587418
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,1846498.477,85.24849501,1339.936321
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,1846498.477,115.3792682,1572.548628
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,54345.5305,138.7584765,101.0714862
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,54345.5305,122.4976262,102.435522
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,54345.5305,146.0073264,121.3609911
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD3,MEDIUM,LIGHT,SWEET,4162740.167,92.05113116,5286.669255
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,4162740.167,75.05939879,5467.073544
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD3,MEDIUM,LIGHT,SWEET,4162740.167,105.1408846,6412.203983
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD3,MEDIUM,HEAVY,SOUR,239307.2906,155.5428757,68.93721239
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD3,MEDIUM,HEAVY,SOUR,239307.2906,135.6465852,71.31730645
