Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,185.1309543,150.7098871
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,115715.3485,220.1252498,175.9077346
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,216.3027417,162.8209825
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,189.1959136,168.3742856
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,221401.1969,218.2276159,197.2808844
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,253.5493693,75.09638056
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,221.3959911,77.66030154
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,217686.2317,255.7889737,91.10635815
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,165.9644233,697.8792178
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,141.6154642,707.3588783
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,314557.4826,183.8700659,822.9538094
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,162.357939,1319.963944
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,136.8340135,1364.974335
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,LOW,HEAVY,SOUR,1287019.834,174.2997767,1601.424945
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,2074.432118,2.171634837
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,1779.231759,2.246314911
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,585174.8588,2155.678677,2.59730842
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,237.7601325,101.6267787
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,208.1841341,105.1042593
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,231574.2614,238.914001,123.3208684
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,200.5762722,200.9289254
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,176.4199316,203.9378243
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,115715.3487,210.764989,237.9594296
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,231.0910342,111.242076
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,201.695839,115.031936
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,221401.1973,233.9903598,134.6225482
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,238.443653,97.88109943
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,208.2165166,101.2246967
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,217686.2322,240.8463973,118.631345
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,180.7521645,385.1438013
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,154.6104776,390.1212728
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,314557.4833,196.734828,461.1901034
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,177.2085944,634.3690674
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,148.583182,655.924614
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,LOW,LIGHT,SWEET,1287019.836,191.7546511,768.0093903
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,331587.8931,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,274.1237411,53.01140269
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,241.7665959,54.83295779
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,195138.4875,271.8669914,64.39071283
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,194.1639242,242.4720329
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,169.6707625,245.7894969
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,154925.8489,206.0109783,289.4279967
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,209.4216095,204.0901726
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,183.6837579,211.0578092
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,205226.5133,210.390206,247.3847592
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,256.0366196,73.91917219
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,225.2676728,76.46272254
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,189374.3453,254.7873991,89.86783965
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,195.3262674,222.154927
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,169.056495,224.9532693
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,288665.4437,209.8278113,267.7887926
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,169.7210324,860.4989214
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,143.082783,889.7968866
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,MEDIUM,HEAVY,SOUR,1140422.586,182.2231185,1049.098938
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,1385.399819,2.664404538
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,1205.474802,2.756257666
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,331587.8938,1408.833112,3.187963882
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,275.3187671,53.70296673
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,243.256209,55.56165272
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,195138.4879,271.7796522,65.34853111
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,201.2736755,181.5251663
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,175.5480507,183.6796175
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,154925.8493,215.0263703,220.0159427
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,226.8422672,132.1615817
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,199.3075556,136.6953543
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,205226.5138,226.8067095,160.3855494
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,259.7647915,67.83564926
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,227.686188,70.15734576
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,189374.3457,260.5025023,82.27179302
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,177.98323,456.9960866
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,153.3002357,463.0470297
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,288665.4443,192.8433804,547.6594737
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,164.7445927,1148.613792
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,139.0927288,1187.800228
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,MEDIUM,LIGHT,SWEET,1140422.588,176.7042181,1392.574976
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,324.1541791,32.46624821
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,280.329628,33.5771997
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,448782.8901,334.9700067,38.79862949
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,299.9637553,39.24203247
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,265.4173344,40.60022178
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,177599.165,295.2566364,47.75518358
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,205.8772216,166.6682901
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,181.8226789,168.9124028
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,88743.44261,214.9625111,199.5355329
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,216.9724315,163.6875005
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,190.821905,169.2932672
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,169797.2285,216.7657129,198.6645893
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,263.3040664,63.76341382
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,231.8705108,65.94778479
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,166948.1437,262.2179829,77.32418714
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,171.7988932,580.4432796
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,147.5966626,587.9228537
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,241240.7408,187.8209588,690.2530384
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,171.0384018,822.6794361
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,145.1890401,845.0641
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,MEDIUM,HEAVY,SOUR,987043.6337,182.2575822,1008.418587
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,448782.8926,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,280.0156763,54.45279463
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,246.6538168,56.33030499
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,177599.166,277.7650157,66.24316648
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,208.1757767,156.2421597
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,183.8569133,158.3794238
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,88743.4431,217.2502392,186.9782946
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,287.7381927,43.94962684
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,254.0491296,45.13616935
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,169797.2294,286.1274524,53.90073716
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,267.2355214,60.53580992
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,234.3195911,62.59874172
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,166948.1446,268.0245188,73.36442309
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,177.6376048,485.7871049
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,153.6675708,492.9650742
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,241240.7422,191.4344836,576.7106046
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,173.5163991,725.1432362
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,146.3283256,749.8569815
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,MEDIUM,LIGHT,SWEET,987043.6391,186.1934712,878.4888943
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,600.2053641,8.437494525
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,522.6727879,8.726972826
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,309059.1215,611.5228023,10.08750985
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,272.8683786,54.5988919
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,241.0562647,56.47945137
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,269.7649429,66.36860707
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,211.4778137,141.5945105
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,185.1672534,143.3953501
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,223.1673852,170.7495287
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,233.1581277,106.9782543
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,204.425956,110.6310068
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,234.1930508,129.6061973
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,232.7780853,109.9059011
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,204.8421365,113.6783453
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,231.9820256,133.5098986
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,179.2713787,394.1394552
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,154.2262648,398.8444868
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,195.5625705,474.8082975
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,171.0594542,799.8056585
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,144.6560788,822.6513028
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,183.2395691,980.136498
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,275.5464236,53.53768385
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,243.1256827,55.38390818
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,272.6758919,65.13236459
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,207.3114467,153.5653844
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,181.2104773,155.4551924
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,219.6864808,185.2446728
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,294.7271437,42.13079949
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,258.5032963,43.57327381
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,295.0607378,51.07027134
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,267.7162599,60.40997673
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,235.001923,62.47751629
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,267.87912,73.41021236
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,175.630071,516.2776216
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,151.6599477,523.9429945
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,190.6247739,611.9549805
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,186.2228039,473.7199032
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,157.0901068,489.9029685
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,199.5044453,574.2172618
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,256.9561104,68.75795585
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,224.0317013,71.11410034
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,262.6845671,82.1878901
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,346.1069702,24.78201774
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,307.2716735,25.63837053
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,338.9912681,30.12956599
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,217.0031618,125.6222896
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,192.2812999,127.1096465
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,225.1338072,152.5144952
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,249.3606715,79.70503122
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,220.3534673,82.43531776
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,247.2048756,96.64582715
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,235.0957365,105.1285304
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,207.8490763,108.7322994
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,232.7418661,127.6589822
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,204.0471281,169.5909796
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,178.5300115,171.5566148
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,216.3148401,202.5889553
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,182.2747398,591.1779619
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,156.3134032,611.5201202
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,189.6430284,718.0335011
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,376.9476366,20.24161225
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,334.6805044,20.94937838
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,368.2666513,24.65649305
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,225.0271092,102.5538084
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,200.1460069,103.8350369
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,231.9109824,124.1960021
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,128647.3026,229.6288003,124.588268
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,128647.3026,203.2617327,128.8679033
