Electrification Scenarios,Year,PADD,API Level,Sul Level,Attribute,Value,,,
REFERENCE,2050,PADD 5,LIGHT,SWEET,1,251.0125431,8.329866185,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SWEET,2,260.2403127,2.53542628,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SWEET,3,247.6586753,8.262345334,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SWEET,4,208.8507424,7.321788465,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SWEET,5,341.8246781,10.58001386,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SWEET,6,1365.384458,43.28843993,43.28843993,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,0,294.319394,19.68211994,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,1,251.0125431,7.788906721,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,2,260.2403127,3.891991252,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,3,247.6586753,7.44673982,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,4,208.8507424,7.321788466,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,5,341.8246781,10.58001386,43.28843994,46.89186137
REFERENCE,2050,PADD 5,LIGHT,SOUR,6,1365.384458,43.28843994,43.28843994,46.89186137
LOW,2035,U.S.,HEAVY,SOUR,0,1336.118852,4.1202811,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,1,2223.967519,13.52232264,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,2,557.8666556,2.760178471,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,3,1940.267665,9.431053292,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,4,3525.657172,23.50216475,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,5,505.8951267,2.28885873,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SOUR,6,5906.819479,44.37514102,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,0,1336.118852,4.1202811,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,1,2223.967519,13.52232264,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,2,557.8666556,2.760178473,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,3,1940.267665,9.431053292,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,4,3525.657172,23.50216475,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,5,505.8951267,2.28885873,44.37514102,50.90397862
LOW,2035,U.S.,HEAVY,SWEET,6,5906.819479,44.37514102,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,0,1560.093838,4.1202811,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,1,2725.461965,13.52232264,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,2,557.8725782,2.760178471,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,3,2556.786818,9.431053292,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,4,3412.283739,23.50216475,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,5,559.5184822,2.28885873,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SOUR,6,4395.442556,44.37514102,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,0,1560.093838,4.1202811,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,1,2725.461965,13.52232264,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,2,557.8725782,2.760178473,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,3,2556.786818,9.431053292,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,4,3412.283739,23.50216475,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,5,559.5184822,2.28885873,44.37514102,50.90397862
LOW,2035,U.S.,LIGHT,SWEET,6,4395.442556,44.37514102,44.37514102,50.90397862
LOW,2050,U.S.,HEAVY,SOUR,0,1551.303711,5.163813485,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,1,2284.227962,13.93716033,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,2,576.1627372,2.232605194,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,3,1683.297887,8.190085874,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,4,3223.533954,24.23637722,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,5,154.4934746,1.784238685,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SOUR,6,6745.011672,44.45571921,44.45571921,48.28352112
LOW,2050,U.S.,HEAVY,SWEET,0,1551.303711,6.119124034,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,1,2284.227962,15.81810341,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,2,576.1627372,2.47555299,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,3,1683.297887,8.411673193,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,4,3223.533954,24.28792709,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,5,154.4934746,2.288543511,40.59907577,46.89186137
LOW,2050,U.S.,HEAVY,SWEET,6,6745.011672,40.59907577,40.59907577,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,0,2036.196512,5.163813485,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,1,2692.068878,13.93716033,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,2,576.1539922,2.47555299,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,3,1509.269325,8.190085874,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,4,2967.11672,24.23637722,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,5,247.6109841,2.288543511,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SOUR,6,6189.265699,43.70846659,43.70846659,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,0,2036.196512,6.119124034,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,1,2692.068878,17.0358978,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,2,576.1539922,2.47555299,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,3,1509.269325,10.4874166,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,4,2967.11672,23.440536,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,5,247.6109841,2.288543511,38.15292907,46.89186137
LOW,2050,U.S.,LIGHT,SWEET,6,6189.265699,38.15292907,38.15292907,46.89186137
MEDIUM,2035,U.S.,HEAVY,SOUR,0,1359.738935,4.160891822,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,1,1887.379638,13.31168763,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,2,557.7389538,2.807067323,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,3,1331.188752,9.457405676,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,4,2686.824538,23.33300075,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,5,162.7789041,2.305850631,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SOUR,6,5654.366666,44.62409616,44.62409616,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,0,1359.738935,4.177287844,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,1,1887.379638,13.31168763,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,2,557.7389538,2.807067323,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,3,1331.188752,9.457405677,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,4,2686.824538,23.52915855,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,5,162.7789041,2.305850631,44.41154234,50.90397862
MEDIUM,2035,U.S.,HEAVY,SWEET,6,5654.366666,44.41154234,44.41154234,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,0,1373.652784,4.160891822,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,1,2377.03595,13.31168763,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,2,557.8510346,2.807067323,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,3,1751.5222,9.457405676,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,4,2754.289316,23.33300075,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,5,279.8180646,2.305850631,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SOUR,6,4437.635157,44.62409616,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,0,1373.652784,4.160891822,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,1,2377.03595,13.31168763,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,2,557.8510346,2.807067323,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,3,1751.5222,9.457405676,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,4,2754.289316,23.33300075,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,5,279.8180646,2.305850631,44.62409616,50.90397862
MEDIUM,2035,U.S.,LIGHT,SWEET,6,4437.635157,44.62409616,44.62409616,50.90397862
MEDIUM,2050,U.S.,HEAVY,SOUR,0,1020.147561,5.279408629,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,1,1712.72181,13.61339594,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,2,545.1825849,2.566734769,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,3,1117.445802,8.348946508,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,4,2384.883505,23.92668619,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,5,224.7155947,2.338271402,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SOUR,6,5210.17367,43.92655656,43.92655656,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,0,1020.147561,6.18644845,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,1,1712.72181,17.09240517,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,2,545.1825849,2.566734769,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,3,1117.445802,10.43196266,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,4,2384.883505,23.11032311,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,5,224.7155947,2.338271402,38.27385444,46.89186137
MEDIUM,2050,U.S.,HEAVY,SWEET,6,5210.17367,38.27385444,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,0,1529.836135,5.279408629,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,1,1798.838343,13.61339594,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,2,469.3393942,2.566734769,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,3,981.3194026,8.348946508,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,4,2216.448246,23.92668619,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,5,296.054674,2.338271402,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SOUR,6,4926.821909,43.92655656,43.92655656,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,0,1529.836135,6.175659793,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,1,1798.838343,16.66477767,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,2,469.3393942,2.566734769,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,3,981.3194026,10.61918413,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,4,2216.448246,23.36151779,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,5,296.054674,2.338271402,38.27385444,46.89186137
MEDIUM,2050,U.S.,LIGHT,SWEET,6,4926.821909,38.27385444,38.27385444,46.89186137
HIGH,2035,U.S.,HEAVY,SOUR,0,1217.726587,4.179562754,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,1,1741.831825,13.28744306,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,2,557.8484285,2.815487701,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,3,1243.21938,9.457723371,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,4,2440.217588,23.29324778,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,5,171.2791236,2.324011263,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SOUR,6,5246.669849,44.64252407,44.64252407,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,0,1217.726587,4.183469462,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,1,1741.831825,13.28744306,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,2,557.8484285,2.815487701,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,3,1243.21938,9.457723371,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,4,2440.217588,23.49011612,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,5,171.2791236,2.324011263,44.44174901,50.90397862
HIGH,2035,U.S.,HEAVY,SWEET,6,5246.669849,44.44174901,44.44174901,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,0,1293.94377,4.179562754,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,1,2227.431292,13.28744306,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,2,545.0209806,2.815487701,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,3,1305.644702,9.457723371,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,4,2331.381452,23.29324778,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,5,279.0959429,2.324011263,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SOUR,6,4515.048792,44.64252407,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,0,1293.94377,4.179562754,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,1,2227.431292,13.28744306,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,2,545.0209806,2.815487701,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,3,1305.644702,9.457723371,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,4,2331.381452,23.29324778,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,5,279.0959429,2.324011263,44.64252407,50.90397862
HIGH,2035,U.S.,LIGHT,SWEET,6,4515.048792,44.64252407,44.64252407,50.90397862
HIGH,2050,U.S.,HEAVY,SOUR,0,721.0519662,5.466200628,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,1,974.6800208,13.42297238,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,2,405.9996939,2.62248648,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,3,799.6821347,8.417964238,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,4,1780.318306,23.60536856,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,5,226.1335294,2.436446716,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SOUR,6,3886.596165,44.02856099,44.02856099,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,0,721.0519662,6.322273791,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,1,974.6800208,16.80077799,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,2,405.9996939,2.62248648,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,3,799.6821347,10.38948913,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,4,1780.318306,22.73077347,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,5,226.1335294,2.436446716,38.69775242,46.89186137
HIGH,2050,U.S.,HEAVY,SWEET,6,3886.596165,38.69775242,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,0,1116.214722,5.466200628,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,1,1084.976546,13.42297238,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,2,315.8852602,2.62248648,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,3,583.0535855,8.417964238,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,4,1582.138767,23.60536856,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,5,290.2397668,2.436446716,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SOUR,6,3823.330562,44.02856099,44.02856099,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,0,1116.214722,6.322273791,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,1,1084.976546,16.36472502,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,2,315.8852602,2.62248648,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,3,583.0535855,10.8255421,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,4,1582.138767,22.73077347,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,5,290.2397668,2.436446716,38.69775242,46.89186137
HIGH,2050,U.S.,LIGHT,SWEET,6,3823.330562,38.69775242,38.69775242,46.89186137
REFERENCE,2035,U.S.,HEAVY,SOUR,0,1400.473265,4.130801296,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,1,2195.764776,13.47840747,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,2,557.1818227,2.769632028,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,3,1957.055037,9.435370682,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,4,3583.521587,23.46689387,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,5,505.890037,2.295719935,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SOUR,6,6102.587481,44.42317472,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,0,1400.473265,4.130801296,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,1,2195.764776,13.47840747,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,2,557.1818227,2.769632028,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,3,1957.055037,9.435370682,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,4,3583.521587,23.46689387,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,5,505.890037,2.295719935,44.42317472,50.90397862
REFERENCE,2035,U.S.,HEAVY,SWEET,6,6102.587481,44.42317472,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,0,1558.347863,4.130801296,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,1,2710.902868,13.47840747,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,2,557.4199424,2.769632028,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,3,2581.30617,9.435370682,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,4,3714.879057,23.46689387,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,5,301.8966297,2.295719935,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SOUR,6,4756.188316,44.42317472,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,0,1558.347863,4.130801296,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,1,2710.902868,13.47840747,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,2,557.4199424,2.769632028,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,3,2581.30617,9.435370682,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,4,3714.879057,23.46689387,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,5,301.8966297,2.295719935,44.42317472,50.90397862
REFERENCE,2035,U.S.,LIGHT,SWEET,6,4756.188316,44.42317472,44.42317472,50.90397862
REFERENCE,2050,U.S.,HEAVY,SOUR,0,1413.603596,5.194038578,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,1,2307.197168,13.86490561,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,2,575.7285911,0.923764565,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,3,1778.982714,8.219283401,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,4,3407.767787,24.16466552,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,5,243.709507,2.30255927,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SOUR,6,7149.305692,45.33078306,45.33078306,49.79266306
REFERENCE,2050,U.S.,HEAVY,SWEET,0,1413.603596,6.132237986,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,1,2307.197168,15.17865546,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,2,575.7285911,2.49468117,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,3,1778.982714,10.61321943,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,4,3407.767787,23.92750049,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,5,243.709507,2.30255927,39.35114619,46.89186137
REFERENCE,2050,U.S.,HEAVY,SWEET,6,7149.305692,39.35114619,39.35114619,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,0,1923.571991,5.194038579,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,1,2703.28506,13.86490561,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,2,576.1226865,2.494681169,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,3,1603.323067,8.219283401,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,4,3151.398747,24.16466552,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,5,341.9043798,2.30255927,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SOUR,6,6598.870804,43.75986645,43.75986645,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,0,1923.571991,6.132237985,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,1,2703.28506,17.21176006,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,2,576.1226865,2.264663084,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,3,1603.323067,10.61631787,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,4,3151.398747,23.16405155,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,5,341.9043798,2.30255927,38.30841017,46.89186137
REFERENCE,2050,U.S.,LIGHT,SWEET,6,6598.870804,38.30841017,38.30841017,46.89186137
LOW,2019,PADD 1,HEAVY,SOUR,0,24.2991,2.684967108,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,1,486.75375,53.78461788,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,2,0,0,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,3,145.236,16.04807927,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,4,115.9095,12.80760172,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,5,0,0,14.67473402,54.91609586
LOW,2019,PADD 1,HEAVY,SOUR,6,132.80715,14.67473402,14.67473402,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,0,23.011185,0.613639812,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,1,566.8817142,15.11704802,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,2,0,0,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,3,477.7227,12.73944249,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,4,1477.159665,39.39145157,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,5,0,0,32.1384181,54.91609586
LOW,2019,PADD 2,HEAVY,SOUR,6,1205.17455,32.1384181,32.1384181,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,0,272.4258,3.038489587,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,1,633.0198,7.060359447,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,2,272.15624,3.035483061,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,3,929.223,10.36404925,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,4,1900.3612,21.19559791,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,5,34.96,0.389924875,54.91609586,54.91609586
LOW,2019,PADD 3,HEAVY,SOUR,6,4923.6836,54.91609586,54.91609586,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,0,13.69197,2.179297043,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,1,212.2416,33.78166118,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,2,0,0,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,3,66.62844,10.60498689,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,4,202.36851,32.21020025,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,5,0,0,21.22385465,54.91609586
LOW,2019,PADD 4,HEAVY,SOUR,6,133.34409,21.22385465,21.22385465,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,0,173.3598,6.788345153,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,1,198.912,7.788906719,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,2,216.45,8.475651843,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,3,228.216,8.936379584,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,4,199.0896,7.7958611,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,5,318.3036,12.46398935,47.75086626,54.91609586
LOW,2019,PADD 5,HEAVY,SOUR,6,1219.45488,47.75086626,47.75086626,54.91609586
LOW,2019,U.S.,HEAVY,SOUR,0,506.787855,3.016083536,45.31651675,54.91609586
LOW,2019,U.S.,HEAVY,SOUR,1,2097.808864,12.48484295,45.31651675,54.91609586
LOW,2019,U.S.,HEAVY,SOUR,2,488.60624,2.907877964,45.31651675,54.91609586
LOW,2019,U.S.,HEAVY,SOUR,3,1847.02614,10.99234142,45.31651675,54.91609586
