Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,227.4387224,83.15840405,272.8683786,54.5988919
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,199.84289,86.02264395,241.0562647,56.47945137
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,181880.6477,224.7466067,101.0846054,269.7649429,66.36860707
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,188.0190135,154.7018183,211.4778137,141.5945105
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,163.3828609,156.6693604,185.1672534,143.3953501
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,144401.03,198.9646591,186.5556967,223.1673852,170.7495287
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,204.1200871,132.7684926,233.1581277,106.9782543
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,177.7587838,137.301848,204.425956,110.6310068
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,191283.095,205.0696123,160.8515634,234.1930508,129.6061973
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,213.942527,105.7404906,232.7780853,109.9059011
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,187.0324009,109.36996,204.8421365,113.6783453
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,176507.9486,213.175699,128.4499016,231.9820256,133.5098986
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,160.8732239,357.3177055,179.2713787,394.1394552
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,136.9746815,361.5831782,154.2262648,398.8444868
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,269053.0506,176.4186009,430.4502104,195.5625705,474.8082975
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,149.3993216,838.0452802,171.0594542,799.8056585
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,124.8036127,861.9832008,144.6560788,822.6513028
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,HIGH,HEAVY,SOUR,1062939.332,160.7455437,1026.997943,183.2395691,980.136498
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,219.1075391,96.66780602,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,191.5512591,100.0378329,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,309059.1238,220.4411963,115.8768312,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,224.5829117,87.91431441,275.5464236,53.53768385
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,197.0930385,90.94600227,243.1256827,55.38390818
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,181880.649,222.1489589,106.9539578,272.6758919,65.13236459
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,184.6239428,166.7522895,207.3114467,153.5653844
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,160.1168563,168.8043783,181.2104773,155.4551924
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,144401.0311,196.2432826,201.151929,219.6864808,185.2446728
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,208.698375,121.8615625,294.7271437,42.13079949
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,182.0835744,126.0338587,258.5032963,43.57327381
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,191283.0964,208.9434771,147.7186082,295.0607378,51.07027134
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,209.2560708,120.1839964,267.7162599,60.40997673
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,182.6229662,124.2973098,235.001923,62.47751629
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,176507.9499,209.388657,146.0476096,267.87912,73.41021236
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,166.0600124,305.8462452,175.630071,516.2776216
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,141.9285953,310.3872623,151.6599477,523.9429945
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,269053.0526,181.155614,362.5261394,190.6247739,611.9549805
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,149.9272685,838.5921527,186.2228039,473.7199032
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,125.0456693,867.2398652,157.0901068,489.9029685
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,HIGH,LIGHT,SWEET,1062939.34,161.2708279,1016.495373,199.5044453,574.2172618
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,195.3971275,157.6599201,256.9561104,68.75795585
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,169.2746792,163.0624884,224.0317013,71.11410034
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,340021.9043,199.9421237,188.4543545,262.6845671,82.1878901
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,247.0628073,61.13471396,346.1069702,24.78201774
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,218.458198,63.24724907,307.2716735,25.63837053
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,134558.6198,241.8216505,74.32657089,338.9912681,30.12956599
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,211.9861774,87.70788784,217.0031618,125.6222896
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,186.5857669,88.74634157,192.2812999,127.1096465
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,67236.9297,220.3399871,106.4836844,225.1338072,152.5144952
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,225.2691258,84.71402508,249.3606715,79.70503122
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,197.891846,87.61589412,220.3534673,82.43531776
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,128647.3013,223.2344648,102.7194507,247.2048756,96.64582715
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,225.726881,84.45659819,235.0957365,105.1285304
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,198.3210328,87.3517406,207.8490763,108.7322994
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,126488.8368,223.3592582,102.5567781,232.7418661,127.6589822
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,186.6186737,161.0268166,204.0471281,169.5909796
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,161.9920968,162.8931893,178.5300115,171.5566148
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,182776.8792,198.4582463,192.3584298,216.3148401,202.5889553
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,167.178967,414.0170621,182.2747398,591.1779619
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,141.8857124,428.2631964,156.3134032,611.5201202
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,HIGH,HEAVY,SOUR,747837.0128,174.357642,502.857244,189.6430284,718.0335011
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,192.5596779,169.23803,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,166.5175892,175.0444148,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,340021.9075,197.5168885,202.3342025,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,254.0539843,52.9637204,376.9476366,20.24161225
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,224.7362607,54.81564438,334.6805044,20.94937838
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,134558.6211,248.0325981,64.51559232,368.2666513,24.65649305
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,222.7420624,73.19999027,225.0271092,102.5538084
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,196.8864861,74.11449473,200.1460069,103.8350369
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,67236.93034,229.8955441,88.64757229,231.9109824,124.1960021
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,128647.3026,229.4573095,79.47085801,229.6288003,124.588268
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,128647.3026,201.8247471,82.2007,203.2617327,128.8679033
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,128647.3026,226.7514991,96.44678741,227.0469085,151.2018179
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,126488.838,229.951526,79.10717352,468.5658004,12.06239143
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,126488.838,202.2874679,81.82627185,413.4803674,12.477004
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,126488.838,226.9849088,96.10540315,462.6585907,14.65430934
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,182776.8809,182.7704033,179.1923078,189.4421015,280.1700132
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,182776.8809,158.1951736,181.5811947,165.4058263,283.9050757
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,182776.8809,195.2990896,216.802455,201.6960236,338.9740744
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,HIGH,LIGHT,SWEET,747837.0199,151.2267238,740.2953101,178.8995473,545.2888252
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,HIGH,LIGHT,SWEET,747837.0199,126.7009578,759.3353555,151.6179058,559.313396
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,HIGH,LIGHT,SWEET,747837.0199,163.5304591,903.9326408,192.5858107,665.8212757
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,97612.49942,288.0710374,32.83423943,344.5365654,22.86423274
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,97612.49942,256.9569476,33.9773035,308.4772543,23.66020924
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,97612.49942,282.2135841,39.34966122,337.7481383,27.40126855
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,111999.9993,251.1881371,53.44641123,357.429536,22.32809727
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,111999.9993,222.3197482,55.29181517,317.578528,23.09904443
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,111999.9993,245.6293515,64.99423237,349.7559796,27.15238515
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,121874.9993,192.6621776,139.6077312,198.4978339,211.2342888
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,121874.9993,167.8591439,141.4282137,174.3184536,213.9887805
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,121874.9993,202.9866384,168.3051927,208.562694,254.6551497
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,128499.9992,234.9582858,72.40343961,250.5875944,79.30854362
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,128499.9992,207.0734026,74.88989613,222.1153265,82.03213308
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,128499.9992,231.5786836,87.84478055,247.1368021,96.22252268
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,112099.9993,273.9971154,40.46251002,328.3811361,29.04015808
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,112099.9993,243.6556674,41.87648337,293.2000632,30.05497426
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,112099.9993,265.2269717,49.36921048,318.2121071,35.43254425
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,179224.9989,181.26549,183.9456357,194.4181288,222.7751598
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,179224.9989,156.8007849,186.3152123,169.6197012,225.644936
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,179224.9989,194.2721477,221.8496717,207.6022101,268.6804494
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,686629.9959,158.1092508,567.5765701,172.6449283,806.8709499
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,686629.9959,133.1638055,586.9554631,147.0911594,834.4201241
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,POTENTIAL,HEAVY,SOUR,686629.9959,167.2846598,688.4900653,182.0440903,978.7624476
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,97612.49943,274.6066791,38.23789231,0,-0.484422061
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,97612.49943,244.3009663,39.56550573,0,-0.501241117
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,97612.49943,270.0710191,45.80523844,0,-0.580290039
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,111999.9994,280.2504899,37.90128021,315.2697273,33.18382652
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,111999.9994,249.4208097,39.23344368,281.7625463,34.35017977
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,111999.9994,270.9087519,46.23853866,305.1166766,40.48337251
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,121874.9993,190.8543982,146.1765258,190.1816137,288.8357821
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,121874.9993,166.0529282,148.0931488,166.8554345,292.6229108
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,121874.9993,201.0688201,177.3273053,199.7884408,350.3877975
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,128499.9993,234.942511,73.49386684,340.0713605,26.52825621
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,128499.9993,206.9622954,76.02883261,300.8428648,27.44327435
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,128499.9993,231.2814249,89.33382496,334.9384872,32.2458281
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,112099.9994,251.5004242,53.8497304,340.9710183,26.16435403
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,112099.9994,222.538159,55.71589366,302.9353923,27.07108014
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,112099.9994,245.5973921,65.5971463,333.2186716,31.8721551
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,179224.999,174.9376133,227.1946768,181.7107449,391.575281
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,179224.999,150.6319654,230.4481083,157.9479131,397.1826455
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,179224.999,188.0669445,269.7599552,194.5468597,464.937523
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,686629.996,159.8782628,537.6691398,183.4570512,540.6550904
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,686629.996,134.8699898,556.0570695,156.4311405,559.1451376
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD5,POTENTIAL,LIGHT,SWEET,686629.996,168.5538981,652.8651372,192.8326265,656.4908298
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,97612.5,257.3793835,46.5398423,375.0848094,17.70183863
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,97612.5,228.2660118,48.13707852,333.8652971,18.30936148
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,97612.5,254.7652612,55.64402812,371.3836632,21.16469583
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112000,247.1187301,56.16001769,255.833503,72.75968213
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112000,218.5705229,58.09010118,227.5123272,75.26025579
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112000,242.0086352,68.27739188,250.7640464,88.45868527
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,121875,190.1707026,146.0483071,199.3953674,202.6876615
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,121875,165.4934218,147.8124304,174.9069364,205.1359338
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,121875,200.7130564,177.2600815,209.8570428,246.0037512
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,128500,232.9797986,74.4704938,358.7548661,21.96325713
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,128500,205.3958899,76.81071392,317.5441457,22.65344802
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,128500,229.4963878,91.40594958,353.5506048,26.95795706
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112100,230.7389497,76.58083692,270.9786623,56.74303393
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112100,203.1964721,79.19564303,239.9077483,58.68049032
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,112100,227.72953,92.93650984,267.5837092,68.86186862
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,179225,178.0862911,208.5783307,181.2638324,429.2656951
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,179225,153.6798958,211.3352474,157.8856351,434.9395815
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,179225,190.1151797,251.7289199,192.7859653,518.0719848
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,686630,157.6728522,570.8801877,172.7124506,787.3778559
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,686630,132.7866375,590.3326163,147.1381409,814.2073235
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,POTENTIAL,HEAVY,SOUR,686630,166.9455616,692.1132085,182.2415471,954.5866644
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,97612.50003,265.6244351,42.53546894,691.563962,5.174521827
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,97612.50003,235.8786277,44.00759987,615.3155431,5.353609393
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,97612.50003,262.0286212,50.92655933,682.3466925,6.195314155
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112000,243.4262873,64.1625739,390.5461936,18.03373852
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112000,215.0530679,66.3745787,346.2698462,18.65545167
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112000,238.6954835,77.9730817,383.1637845,21.91536407
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,121875,186.1899416,159.3718617,195.9711867,218.7077278
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,121875,161.66229,161.1688022,171.5619322,221.1736886
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,121875,197.8046577,192.4844684,207.5298376,264.1485157
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,128500,229.2822396,78.96725886,277.5152611,49.48841183
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,128500,201.7201431,81.67222237,245.438903,51.18359981
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,128500,226.7435086,95.73606246,274.5607237,59.99734262
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112100,230.5661701,77.6669885,268.5821028,58.50023557
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112100,202.9306809,80.32992506,237.6701491,60.50600944
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,112100,227.6096493,94.28547377,265.2750568,71.01759104
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,179225,178.3187389,206.0348329,194.8309253,235.5007561
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,179225,153.9399795,208.6119891,169.6548214,238.4464825
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,179225,190.2327001,249.6165808,207.1345508,285.3153163
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,686630.0002,159.9114082,531.722617,185.1175959,506.8773583
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,686630.0002,134.9557303,549.8708971,157.8949699,524.1776423
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD5,POTENTIAL,LIGHT,SWEET,686630.0002,168.5771804,645.266221,194.5705579,615.1155265
