Refinery configuration,Config,Capture Scenario,SMR Capture Locations,Year,PADD,Scenario,API,Sul,"Crude Throughput, bpd",Avoidance Cost,"Avoided CO2, kt/y",Normalized Avoidance cost,Normalized Avoided CO2
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,85018.75991,265.1832957,77.22592404,309.5887682,55.02102042
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD1,MEDIUM,LIGHT,SWEET,106216.863,246.578768,90.55808772,462.0883949,15.40635571
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,106216.863,217.4438844,92.97670572,408.75156,15.8178274
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,106216.863,243.9504458,110.8472574,457.2767612,18.85808678
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,2148.463486,0.959886028,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,2009.659061,0.973933002,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,2096.735456,1.157763756,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,2123.499779,0.98795648,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,1968.205445,1.014391516,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD1,MEDIUM,LIGHT,SWEET,1000,2023.308012,1.210012386,0,0
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,12017.25181,787.9540129,4.143086542,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,12017.25181,722.6435821,4.286322993,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,12017.25181,756.0057342,4.959528878,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,260885.1846,234.6777241,119.6002601,0,0
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,260885.1846,205.4727622,123.7064153,0,0
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,260885.1846,232.9572778,145.317026,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,2734.963932,0.716733943,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,2550.322958,0.73057035,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,2690.358937,0.854991117,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,71787.76049,309.1163678,37.45749953,322.6115368,41.88977837
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,71787.76049,276.193043,38.74159887,289.3883743,43.32582288
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,71787.76049,298.6509138,45.46621201,312.0507723,50.84614745
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,62123.96166,311.3056158,36.59110024,331.3450022,37.86597023
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,62123.96166,278.3026994,37.84420295,297.3498549,39.16273227
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,62123.96166,300.2424203,44.46974853,319.9491923,46.01911839
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,1951.420808,1.083693656,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,1821.925574,1.101837425,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,1000,1928.498759,1.283961741,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD1,HIGH,HEAVY,SOUR,78241.22504,274.4205806,56.37281957,325.4156386,39.8932696
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD1,HIGH,HEAVY,SOUR,78241.22504,243.4309986,58.29643594,289.873385,41.25455234
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD1,HIGH,HEAVY,SOUR,78241.22504,268.0711325,68.34144893,318.1333947,48.36309178
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,12017.25181,620.166414,6.354263817,0,0
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,12017.25181,567.1531618,6.571877067,0,0
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,12017.25181,595.4410083,7.59465108,0,0
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,260885.1846,225.4527404,143.2651918,294.273694,70.08462321
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,260885.1846,196.5426184,148.1987531,257.9080757,72.49809699
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,260885.1846,225.2413259,174.0458512,294.0077588,85.14236954
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,2405.340187,0.835827477,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,2249.452519,0.848623027,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,2347.899325,1.008007356,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,71787.76049,285.5939955,49.41677652,321.3204608,42.34004226
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,71787.76049,253.8764495,51.11323912,286.8213003,43.79356276
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,71787.76049,277.9424885,59.93986717,312.9979201,51.35617269
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,62123.96166,279.5544834,52.46664315,354.3620244,29.96214403
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,62123.96166,248.5802453,54.07746824,316.2825462,30.88203847
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,62123.96166,272.2550781,64.33742697,345.3881945,36.74119665
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,1609.183057,1.386876876,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,1504.851922,1.405489714,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,1000,1575.412834,1.665139588,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD1,HIGH,LIGHT,SWEET,78241.22504,260.540844,72.54604722,458.5928925,15.76027803
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD1,HIGH,LIGHT,SWEET,78241.22504,230.8837173,74.51060304,407.6073763,16.18706828
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD1,HIGH,LIGHT,SWEET,78241.22504,255.5772543,88.88708757,450.0596591,19.31029004
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,7051.942495,961.6771975,2.974918213,1965.560284,1.137013741
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,7051.942495,883.7871225,3.077045855,1807.226726,1.176046926
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,7051.942495,925.6033801,3.557041893,1892.23007,1.359501412
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,167083.7947,259.8505136,76.8077049,306.1781664,53.68591077
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,167083.7947,229.3481467,79.45988541,271.4913253,55.53969258
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,167083.7947,254.4830529,93.47639098,300.0743694,65.33674182
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,2544.858021,0.779559103,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,2382.120973,0.790729261,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,2474.190944,0.945691187,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,42098.95645,347.3743801,25.782325,364.0992823,27.00226559
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,42098.95645,312.3159693,26.66518763,328.4307958,27.92690257
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,42098.95645,333.3797035,31.26252809,349.8610746,32.74177509
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,39787.26226,359.7329716,23.30045671,445.9609264,15.19882632
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,39787.26226,323.9350573,24.09894707,402.6450489,15.71967947
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,39787.26226,344.4607262,28.26630359,427.4813383,18.43803511
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,1787.033225,1.208314891,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,1673.033483,1.22356893,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,1000,1748.03978,1.454261954,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD1,HIGH,HEAVY,SOUR,54631.53816,306.6732435,38.20346636,380.5108263,23.77370001
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD1,HIGH,HEAVY,SOUR,54631.53816,273.935829,39.51002212,341.0313304,24.58675881
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD1,HIGH,HEAVY,SOUR,54631.53816,296.7360665,46.31906812,368.5271451,28.82397162
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,10587.28287,712.0604453,4.949300799,2363.911495,0.931986492
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,10587.28287,652.25529,5.120359753,2166.266231,0.964198039
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,10587.28287,682.8115148,5.924330342,2267.249049,1.115591086
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,176311.2562,246.5430195,94.74370933,351.1373598,34.84250289
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,176311.2562,217.059592,97.37722579,310.4229648,35.81099257
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,176311.2562,243.1882106,116.4300505,346.5046211,42.81777017
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1646.541401,1.343096678,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1542.982015,1.35753638,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1618.708014,1.607479499,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,83967.6927,274.4530329,61.29798401,345.1854631,33.87074154
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,83967.6927,243.364046,63.40380068,307.2939672,35.03432911
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,83967.6927,267.9357114,74.32608068,337.2421016,41.06953123
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,39787.26226,320.5653618,33.18996264,626.4613166,7.445060056
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,39787.26226,286.9893513,34.32821359,561.9643921,7.700388656
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,39787.26226,309.2547691,40.23826611,604.7345411,9.026111629
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1863.992817,1.145767951,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1745.839896,1.159812151,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,1825.193296,1.377491478,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,2308.691646,0.891050286,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,2127.230343,0.921548541,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD1,HIGH,LIGHT,SWEET,1000,2206.55405,1.08751495,0,0
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,16530,643.4056898,5.975215392,2382.692138,0.922412183
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,16530,588.4736528,6.18187947,2180.176897,0.954315545
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,16530,616.7498723,7.153192789,2284.421446,1.104260138
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,331125,239.5772337,116.4804796,265.183774,107.8487701
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,331125,209.6548943,120.5568192,233.3971631,111.6230353
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,331125,237.0457485,141.951543,262.494568,131.4323171
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,2209.742988,0.926832952,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,2067.055819,0.9404592,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,2160.046294,1.115867257,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,98800,276.2307592,59.01593858,456.6203069,15.12284269
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,98800,245.7720591,60.56906437,407.4485126,15.52083139
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,98800,270.0174407,72.20839207,446.5896747,18.50341078
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,78850,290.0079935,47.29922527,395.9182635,21.99410378
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,78850,257.9987241,48.92798023,353.3980722,22.75147359
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,78850,281.328235,57.50231687,384.3883224,26.73853361
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,4683.245111,0.385921982,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,4312.279371,0.398091333,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,1000,4597.533606,0.462758866,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,279.5074459,57.51059515,319.5555416,43.78235439
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,243.6994276,59.08250004,279.985143,44.97903296
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD1,POTENTIAL,HEAVY,SOUR,90345,272.1767908,70.51261892,311.4546481,53.6806907
Hydroskimming Configuration (0),0,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,682.5267611,5.430514197,684.007474,5.697464021
Hydroskimming Configuration (0),0,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,624.2846455,5.621671719,626.550362,5.898018345
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,16530,652.3780931,6.520104813,654.2651582,6.840616052
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,214.9579675,186.3466322,309.4292199,64.23428691
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,186.4066825,192.7785271,269.7485594,66.45138189
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,331125,216.3131315,226.5503628,311.3126308,78.0926429
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,2044.473626,1.020730799,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,1913.636503,1.034339214,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,2011.556976,1.219643337,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,264.9343894,70.49344476,290.5936664,66.76856525
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,234.2236805,72.92261705,258.1465871,69.06937987
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,98800,259.4940819,85.60662471,284.8457662,81.08316351
Deep Conversion: FCC (4),4,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,269.2667508,65.05028051,302.2415518,52.96254907
Deep Conversion: FCC (4),4,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,238.5309827,67.27610583,268.9609176,54.77476851
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,78850,263.4759834,78.82001168,295.9713193,64.1735701
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,2386.521406,0.851808083,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,2182.058687,0.881030852,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,1000,2329.55169,1.018376758,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,260.4324087,74.09136591,293.7635132,62.8306102
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,230.5909584,76.12872261,261.3266032,64.55831981
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2035,PADD1,POTENTIAL,LIGHT,SWEET,90345,255.4124357,90.84401548,288.3069281,77.03711297
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,682.616791,5.38920045,940.1131606,3.283868931
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,624.6301694,5.577273689,861.160094,3.39846995
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,16530,653.4154817,6.461210773,900.353422,3.937090392
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,225.8125184,146.3965121,316.9473649,55.04740643
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,196.6967161,151.4761114,277.4578799,56.95741619
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,331125,225.2652294,178.3067318,316.205082,67.04615427
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,2192.717856,0.935020265,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,2051.884568,0.948324383,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,2147.996205,1.123080369,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,282.9539796,51.10413941,329.4729978,38.46220962
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,251.3403854,52.86001463,293.8552182,39.78372372
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,98800,275.6034852,62.16576938,321.191488,46.7874595
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,295.8318263,44.40895121,676.0512276,6.999010312
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,263.4506692,45.94230044,603.2210304,7.240671662
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,78850,286.328144,54.03211994,654.675986,8.515656289
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,1838.767934,1.165984711,0,0
Deep Conversion: GO-HC (5),5,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,1720.478567,1.181791102,0,0
Deep Conversion: GO-HC (5),5,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,1000,1804.215832,1.396933576,0,0
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA inlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,261.9725253,70.93845619,267.1657358,92.2697024
Deep Conversion: FCC & GO-HC (6),6,SMR,PSA outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,232.2445787,72.80049537,238.0604155,94.69165814
Deep Conversion: FCC & GO-HC (6),6,SMR,Furnance outlet,2050,PADD1,POTENTIAL,HEAVY,SOUR,90345,257.6427468,86.72664888,262.9266408,112.8054163
Hydroskimming Configuration (0),0,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,641.5649131,6.085815005,689.4813363,5.622856914
Hydroskimming Configuration (0),0,SMR,PSA outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,586.3495751,6.29928921,631.0613005,5.820091781
Hydroskimming Configuration (0),0,SMR,Furnance outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,16530,613.5524957,7.30260987,659.8430784,6.747088166
Medium Conversion:  FCC (1),1,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,216.4810434,181.4001774,257.1147574,124.6843898
Medium Conversion:  FCC (1),1,SMR,PSA outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,187.7739614,187.6805856,224.4355783,129.0011929
Medium Conversion:  FCC (1),1,SMR,Furnance outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,331125,217.7744859,221.3546486,258.5871689,152.1468704
Medium Conversion: GO-HC (2),2,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,1782.65652,1.214282652,0,0
Medium Conversion: GO-HC (2),2,SMR,PSA outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,1668.415751,1.230035706,0,0
Medium Conversion: GO-HC (2),2,SMR,Furnance outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,1740.060911,1.464492936,0,0
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,264.687997,69.04715717,501.7666488,12.68367079
Medium Conversion: FCC & GO-HC (3),3,SMR,PSA outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,234.7134351,70.8139648,446.1535975,13.00822588
Medium Conversion: FCC & GO-HC (3),3,SMR,Furnance outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,98800,260.7538338,84.2967448,494.4674322,15.48495555
Deep Conversion: FCC (4),4,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,316.2467128,36.27985658,383.5522719,24.62223768
Deep Conversion: FCC (4),4,SMR,PSA outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,282.4312836,37.54790848,343.6820206,25.48283301
Deep Conversion: FCC (4),4,SMR,Furnance outlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,78850,304.5877142,44.16117628,369.8056712,29.97109363
Deep Conversion: GO-HC (5),5,SMR,PSA inlet,2050,PADD1,POTENTIAL,LIGHT,SWEET,1000,1799.688532,1.199489118,0,0
